id,channel_sales,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,var_year_price_off_peak_var,var_year_price_peak_var,var_year_price_mid_peak_var,var_year_price_off_peak_fix,var_year_price_peak_fix,var_year_price_mid_peak_fix,var_year_price_off_peak,var_year_price_peak,var_year_price_mid_peak,var_6m_price_off_peak_var,var_6m_price_peak_var,var_6m_price_mid_peak_var,var_6m_price_off_peak_fix,var_6m_price_peak_fix,var_6m_price_mid_peak_fix,var_6m_price_off_peak,var_6m_price_peak,var_6m_price_mid_peak,churn,offpeak_diff_dec_january_energy,offpeak_diff_dec_january_power,total_consumption_12m,gas_consumption_share,last_month_consumption_share,forecast_consumption_gap,forecast_consumption_ratio,forecast_energy_price_avg,forecast_energy_price_spread,avg_year_variable_price_variation,avg_year_fixed_price_variation,avg_year_total_price_variation,avg_6m_variable_price_variation,avg_6m_fixed_price_variation,avg_6m_total_price_variation,price_variation_change_6m_vs_year,customer_tenure_days,days_until_renewal,days_since_product_modification,has_multiple_products,has_gas_customer
d5e512dbc8118a830a7b8c7f61d89992,usilxuppasemubllopkaafesmlibmsdf,10831,0,3112,2011-07-11,2016-07-11,2011-07-11,2015-07-12,1204.58,3112,0.0,20.94,0.1646369999999999,0.087381,44.31137796,f,349.48,14.52,14.52,1,108.5,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,11.5,6.345629924242368e-07,3.5849357196969568e-06,0.0,0.0083802259640179,0.0,0.0,0.0083808605270103,3.5849357196969568e-06,0.0,3.988681666666538e-07,2.253388166666656e-06,0.0,0.0052676214,0.0,0.0,0.0052680202681666,2.253388166666656e-06,0.0,0,-0.0015469999999999928,0.17777879999999868,10831,0.0,0.2873234235066014,-9626.42,0.11121595420552119,0.12600899999999995,-0.0772559999999999,1.4064995707070647e-06,0.002793408654672633,0.0027948151542433325,8.840854444444367e-07,0.0017558738,0.0017567578854444223,-0.0010380572687989102,1827,1462,1827,0,0
6ee77a019251bcc304c88167e0dfcb4c,foosdfpfkusacimwkcsosbicdxkicaua,4442,0,2489,2009-11-26,2016-11-26,2009-11-26,2015-11-27,561.96,2489,0.0,20.5,0.1670859999999999,0.088444,46.30537836,f,308.41,21.09,21.09,1,18.41,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,4.038150787878786e-06,2.347855151515109e-07,0.0,0.3686498475124785,0.0,0.0,0.3686538856632663,2.347855151515109e-07,0.0,3.8172954666666295e-06,4.9497056666666e-07,0.0,0.6666669333333631,0.0,0.0,0.6666707506288297,4.9497056666666e-07,0.0,0,-0.0014959999999999973,2.1777792000000034,4442,0.0,0.560333183250788,-3880.04,0.1265105808194507,0.12776499999999996,-0.0786419999999999,1.424312101010099e-06,0.12288328250415949,0.12288470681626047,1.4374220111110965e-06,0.22222231111112103,0.22222374853313212,0.09933904171687165,2557,2192,2557,0,0
2c05848e1a577dd041ea6804bbf5bbf5,foosdfpfkusacimwkcsosbicdxkicaua,46121,1542867,5280,2011-09-01,2016-10-30,2013-10-30,2015-11-01,4502.43,5280,0.0,145.81,0.1152369999999999,0.100123,40.606701,t,523.68,5.52,5.52,2,533.46,4,lxidpiddsbxsbosboudacockeimpuepw,16.5,6.398248254545457e-05,2.5174619424242408e-05,0.0004299148202727,1.1271752786051152,49.44147247743859,21.973988195879723,1.1272392610876607,49.44149765205801,21.9744181107,1.0204014166666688e-05,3.4631823000000075e-06,2.516200666666649e-06,0.0070774185983996,0.0025481209343999,0.0011326372224,0.0070876226125663,0.0025515841166999,0.0011351534230667,0,-0.007016000000000008,0.16291560000000516,1588988,0.9709746077377551,0.11448147264803452,-41618.57,0.09762212441187312,0.10767999999999994,-0.015113999999999891,0.000173023974080799,24.180878650641144,24.181051674615222,5.394465711111114e-06,0.0035860589183998332,0.0035914533841109667,-24.17746022123111,1886,732,1096,1,1
21860c2ff2d5df75503b230ce629c253,foosdfpfkusacimwkcsosbicdxkicaua,7726,0,0,2013-01-22,2017-01-22,2015-11-18,2016-01-24,914.1,0,0.0,74.66,0.162327,0.084428,44.31137796,f,0.0,33.12,33.12,1,89.02,3,ldkssxwpmemidmecebumciepifcamkci,13.2,1.179965187878798e-05,2.798100424242294e-06,0.0,0.0064647789908397,0.0,0.0,0.0064765786427185,2.798100424242294e-06,0.0,8.518623066666673e-06,3.5150999999999056e-06,0.0,0.00948171852,0.0,0.0,0.0094902371430667,3.5150999999999056e-06,0.0,0,-0.00815200000000002,0.17777879999999868,7726,0.0,0.0,-6811.9,0.11831478125808957,0.1233775,-0.077899,4.865917434343424e-06,0.0021549263302799,0.0021597922477142473,4.011241022222193e-06,0.00316057284,0.0031645840810222334,0.001004791833307986,1461,67,431,0,0
c5037389dd8be351d3c40f2973da2391,MISSING,9707,0,0,2010-12-01,2016-12-01,2010-12-01,2015-12-02,1028.52,0,0.0,15.37,0.168242,0.089602,45.30837756,f,0.0,15.78,15.78,1,111.59,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,5.679116969697228e-06,1.5034329545458559e-07,0.0,2.94545456505995e-13,0.0,0.0,5.679117264242685e-06,1.5034329545458559e-07,0.0,3.569730666666869e-06,9.450150000002215e-08,0.0,0.0,0.0,0.0,3.569730666666869e-06,9.450150000002215e-08,0.0,0,-0.004628000000000104,-1.1999999998124622e-06,9707,0.0,0.0,-8678.48,0.10595652621819306,0.128922,-0.07864,1.943153421717271e-06,9.818181883533166e-14,1.9431535198990903e-06,1.221410722222297e-06,0.0,1.221410722222297e-06,-7.217427976767932e-07,2192,1827,2192,0,0
e4773b60d2e68aac94795782abfc006b,lmkebamcaaclubfxadlmueccxoimlema,47019,0,3161,2012-04-20,2016-04-20,2012-04-20,2015-04-21,1687.29,1080,0.0,16.08,0.144902,0.0,44.31137796,f,158.53,19.28,19.28,1,130.14,4,ldkssxwpmemidmecebumciepifcamkci,10.392,4.135867363636293e-06,0.0,0.0,0.0076618913283488,0.0,0.0,0.0076660271957124,0.0,0.0,3.318240666666697e-06,0.0,0.0,0.0,0.0,0.0,3.318240666666697e-06,0.0,0.0,0,-0.0034229999999998983,0.17777879999999868,47019,0.0,0.06722814181501095,-45331.71,0.035885280418554204,0.072451,-0.144902,1.378622454545431e-06,0.0025539637761162665,0.0025553423985708,1.1060802222222324e-06,0.0,1.1060802222222324e-06,-0.0025542363183485776,1461,1096,1461,0,0
bd14bbac3aca710ee5288fcd8511d4bb,MISSING,786536,80583,85883,2010-02-15,2016-02-15,2010-02-15,2015-02-16,13517.5,23298,0.0,16.6,0.1640579999999999,0.086163,44.31137796,t,2585.38,25.68,25.68,2,1087.76,6,lxidpiddsbxsbosboudacockeimpuepw,11.4,5.403329696969719e-06,5.737266287878166e-07,0.0,2.94545456505995e-13,0.0,0.0,5.403329991515175e-06,5.737266287878166e-07,0.0,3.569730666666668e-06,9.45014999999719e-08,0.0,0.0,0.0,0.0,3.569730666666668e-06,9.45014999999719e-08,0.0,0,-0.004194000000000003,-1.1999999998124622e-06,867119,0.09293188132194082,0.10919144196832695,-773018.5,0.0171861173550861,0.12511049999999996,-0.0778949999999999,1.992352108585845e-06,9.818181883533166e-14,1.992352206767664e-06,1.2214107222222134e-06,0.0,1.2214107222222134e-06,-7.709414845454507e-07,2191,1827,2191,1,1
4e4a34a6d91ff25d0fdf68733907ad44,foosdfpfkusacimwkcsosbicdxkicaua,30776,0,0,2011-08-01,2016-07-25,2014-07-25,2015-07-27,3045.16,0,0.0,118.24,0.1128599999999999,0.096521,40.606701,f,0.0,19.29,19.29,1,335.78,5,MISSING,25.0,1.589020026515154e-05,3.04611735606059e-06,2.083774363636353e-06,0.0072385356078,0.0026059154732663,0.0011582083541061,0.0072544258080651,0.0026089615906223,0.0011602921284698,1.110032016666668e-05,2.896760166666644e-06,4.860000000000553e-10,0.0,0.0,0.0,1.110032016666668e-05,2.896760166666644e-06,4.860000000000553e-10,0,-0.007666000000000006,0.16291560000000516,30776,0.0,0.0,-27730.84,0.0989459318949831,0.10469049999999995,-0.01633899999999991,7.006697328282828e-06,0.0036675531450574665,0.003674559842385733,4.665855444444441e-06,0.0,4.665855444444441e-06,-0.0036698939869412887,1820,367,731,0,0
f2b93783adecf0d0d8d60ab547bda3de,MISSING,24838,0,2877,2011-05-27,2016-05-27,2011-05-27,2015-05-31,1088.35,798,0.0,141.79,0.115174,0.098837,40.606701,f,79.36,21.57,21.57,1,117.44,5,ldkssxwpmemidmecebumciepifcamkci,15.001,1.658110026515159e-05,3.035138333333253e-06,2.3794751515151604e-06,0.0070375170099823,0.0025335061235934,0.0011260027215971,0.0070540981102474,0.0025365412619267,0.0011283821967486,1.110032016666668e-05,2.896760166666548e-06,4.860000000000553e-10,0.0,0.0,0.0,1.110032016666668e-05,2.896760166666548e-06,4.860000000000553e-10,0,-0.007801000000000002,0.16291560000000516,24838,0.0,0.11583058217247766,-23749.65,0.04381794025283839,0.1070055,-0.016337000000000004,7.331904583333334e-06,0.0035656752850576003,0.0035730071896409,4.665855444444409e-06,0.0,4.665855444444409e-06,-0.0035683413341964557,1827,1465,1827,0,0
47e976c5d7f1ee1fee6d60ca39fd0218,foosdfpfkusacimwkcsosbicdxkicaua,15411,0,0,2012-05-28,2016-05-28,2012-05-28,2015-05-31,194.42,0,0.0,18.31,0.1457109999999999,0.0,44.31137796,f,0.0,23.97,23.97,1,19.07,4,lxidpiddsbxsbosboudacockeimpuepw,13.0,4.2324387500000446e-06,0.0,0.0,0.008380216266894,0.0,0.0,0.008384448705644,0.0,0.0,3.318240666666617e-06,0.0,0.0,0.0,0.0,0.0,3.318240666666617e-06,0.0,0.0,0,-0.0037669999999999926,0.17777879999999868,15411,0.0,0.0,-15216.58,0.012615664136006748,0.07285549999999995,-0.1457109999999999,1.4108129166666816e-06,0.0027934054222979996,0.002794816235214667,1.1060802222222057e-06,0.0,1.1060802222222057e-06,-0.0027937101549924447,1461,1098,1461,0,0
db6ac41fb6972374f28bc6f8e43b9764,foosdfpfkusacimwkcsosbicdxkicaua,16782,0,1908,2009-10-01,2016-10-01,2009-10-01,2015-10-03,1686.67,1908,0.0,131.77,0.1152369999999999,0.100123,40.606701,t,189.79,6.6,6.6,2,203.35,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,19.8,1.988616553787882e-05,4.188145537878784e-06,8.223087878787713e-08,0.0040213494318,0.0014477568865025,0.0006434870077789,0.0040412355973379,0.0014519450320404,0.0006435692386577,1.273334216666671e-05,2.679260166666665e-06,1.5385666666666226e-07,0.0070774185983996,0.0025481209343999,0.0011326372224,0.0070901519405663,0.0025508001945666,0.0011327910790667,0,-0.009328000000000017,0.16291560000000516,16782,0.0,0.11369324276010011,-15095.33,0.10050470742462163,0.10767999999999994,-0.015113999999999891,8.05218065151516e-06,0.0020375311086938,0.002045583289345333,5.188819666666679e-06,0.0035860589183998332,0.0035912477380665333,0.0015456644487212004,2557,2193,2557,1,1
bee0c7e972180fbee50c2ea15b12965c,foosdfpfkusacimwkcsosbicdxkicaua,26987,0,4099,2011-03-04,2016-03-04,2011-03-04,2015-03-09,2761.95,4099,0.0,129.95,0.1186359999999999,0.10175,40.606701,f,413.68,47.35,47.35,1,316.53,5,lxidpiddsbxsbosboudacockeimpuepw,35.0,1.830589626515133e-05,5.0627279015151605e-06,2.9808736363636506e-07,0.0054289416934153,0.0019544190096292,0.0008686306709463,0.0054472475896805,0.0019594817375307,0.0008689287583099,1.1100320166666312e-05,2.896760166666644e-06,4.860000000000553e-10,0.0,0.0,0.0,1.1100320166666312e-05,2.896760166666644e-06,4.860000000000553e-10,0,-0.008497000000000005,0.16291560000000516,26987,0.0,0.15188794604809724,-24225.05,0.10234372105087634,0.11019299999999994,-0.0168859999999999,7.888903843434285e-06,0.002750663791330267,0.0027585526951737003,4.665855444444318e-06,0.0,4.665855444444318e-06,-0.002753886839729256,1827,1466,1827,0,0
78014630fbac3e6aa980361d25cea748,usilxuppasemubllopkaafesmlibmsdf,20560,0,3804,2012-12-31,2016-12-31,2015-11-01,2016-01-01,3037.82,3804,0.0,0.0,0.142417,0.0,44.31137796,f,548.89,4.14,4.14,1,255.96,3,lxidpiddsbxsbosboudacockeimpuepw,11.0,6.370262810606131e-06,0.0006089452740833,0.0,0.0047887273333853,0.0,0.0,0.0047950975961959,0.0006089452740833,0.0,4.352665199999966e-06,0.0,0.0,0.0084281942399997,0.0,0.0,0.0084325469051997,0.0,0.0,0,-0.0017409999999999926,0.1777799999999985,20560,0.0,0.1850194552529183,-17522.18,0.14775389105058367,0.0712085,-0.142417,0.00020510517896463534,0.0015962424444617665,0.0018013476234264,1.4508883999999886e-06,0.0028093980799999,0.0028108489683999,0.0010095013449735002,1461,61,426,0,0
5789c446141a44a9b405db35682f6eb5,foosdfpfkusacimwkcsosbicdxkicaua,12157,0,0,2013-02-27,2016-02-27,2015-12-16,2015-03-09,1418.81,0,0.0,16.42,0.160302,0.082403,44.31137796,f,0.0,23.4,23.4,2,123.87,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,6.166574333333354e-06,4.757695151515114e-07,0.0,0.0083802388933848,0.0,0.0,0.0083864054677182,4.757695151515114e-07,0.0,4.612067366666724e-06,6.87079866666658e-07,0.0,0.0,0.0,0.0,4.612067366666724e-06,6.87079866666658e-07,0.0,0,-0.006420000000000092,0.17777879999999868,12157,0.0,0.0,-10738.19,0.11670724685366456,0.1213525,-0.077899,2.214114616161622e-06,0.0027934129644616,0.002795627079077784,1.7663824111111275e-06,0.0,1.7663824111111275e-06,-0.0027938606966666727,1095,-282,73,1,0
ed5bc499fecb8eee257857fd286ebd65,MISSING,13122,0,0,2009-12-07,2016-12-07,2015-11-01,2015-12-08,1932.42,0,0.0,19.51,0.143478,0.0,44.31137796,f,0.0,3.56,3.56,1,150.7,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,5.237456151515111e-06,0.0,0.0,0.004788720868712,0.0,0.0,0.0047939583248635,0.0,0.0,3.292115466666588e-06,0.0,0.0,0.0084281942399997,0.0,0.0,0.0084314863554664,0.0,0.0,0,-0.004444999999999977,0.17777879999999868,13122,0.0,0.0,-11189.58,0.14726566072245084,0.071739,-0.143478,1.7458187171717039e-06,0.0015962402895706666,0.0015979861082878334,1.097371822222196e-06,0.0028093980799999,0.002810495451822133,0.0012125093435342998,2557,37,402,0,0
389bbbe70248fbeecdf9bb1bd0d1da04,foosdfpfkusacimwkcsosbicdxkicaua,3584,0,322,2010-11-17,2016-11-17,2010-11-17,2015-11-18,379.83,322,0.0,145.98,0.1152369999999999,0.100123,41.1052014,f,32.61,57.72,57.72,1,38.76,5,lxidpiddsbxsbosboudacockeimpuepw,23.1,1.878320024242427e-05,4.400378083333331e-06,4.601706060605965e-08,0.0366212516372072,0.0297755414268481,0.0266180735315937,0.0366400348374497,0.0297799418049314,0.0266181195486543,1.1962227466666693e-05,2.797092966666662e-06,9.703746666666336e-08,0.0732421416789605,0.0595513219509601,0.0532366402869603,0.0732541039064272,0.0595541190439267,0.0532367373244269,1,-0.009328000000000017,0.6629160000000098,3584,0.0,0.08984375,-3204.17,0.10597935267857142,0.10767999999999994,-0.015113999999999891,7.74319846212122e-06,0.031004955531883,0.031012698730345133,4.952119300000006e-06,0.06201003463896029,0.06201498675826026,0.031002288027915128,2192,1827,2192,0,0
31615bef53242dfedeaf275214044ca1,MISSING,2632,0,0,2010-07-12,2016-07-12,2010-07-12,2015-07-14,394.83,0,0.0,15.98,0.1457109999999999,0.0,44.31137796,f,0.0,14.64,14.64,1,38.62,6,ldkssxwpmemidmecebumciepifcamkci,10.392,3.7625766287878606e-06,0.0,0.0,0.0083802421258029,0.0,0.0,0.0083840047024317,0.0,0.0,2.3650481666666317e-06,0.0,0.0,0.0052676214,0.0,0.0,0.0052699864481666,0.0,0.0,0,-0.0037669999999999926,0.17777879999999868,2632,0.0,0.0,-2237.17,0.15001139817629178,0.07285549999999995,-0.1457109999999999,1.2541922095959535e-06,0.0027934140419343004,0.0027946682341439,7.883493888888773e-07,0.0017558738,0.0017566621493888667,-0.0010380060847550335,2192,1828,2192,0,0
74ff037708f036de5745ce34d8d9d4df,foosdfpfkusacimwkcsosbicdxkicaua,4792,0,0,2011-12-12,2016-12-12,2015-11-01,2015-12-14,719.4,0,0.0,0.0,0.144039,0.0,45.80687796,f,0.0,19.42,19.42,1,60.0,4,lxidpiddsbxsbosboudacockeimpuepw,12.5,1.0365740787878754e-05,0.0,0.0,3.490909143860595e-13,0.0,0.0,1.0365741136969668e-05,0.0,0.0,8.566696666666718e-06,0.0,0.0,0.0,0.0,0.0,8.566696666666718e-06,0.0,0.0,0,-0.007920999999999984,-1.1999999998124622e-06,4792,0.0,0.0,-4072.6,0.1501252086811352,0.0720195,-0.144039,3.455246929292918e-06,1.163636381286865e-13,3.455247045656556e-06,2.8555655555555726e-06,0.0,2.8555655555555726e-06,-5.996814901009832e-07,1827,43,407,0,0
